,ORIGINAL_SCRIPT_CHARACTER,FAN_WORK_FILENAME,matches_count
2531,065,069,37
2568,065,035,43
2611,065,m14,52
2663,065,108,87
2750,065,058,100
2850,065,081,71
2921,065,109,90
3011,065,129,75
3086,065,068,65
3151,065,039,50
3201,065,061,107
3308,065,014,6
3314,065,serr2,131
3445,065,050,58
3503,065,037,80
3583,065,008,6
3589,065,049,107
3696,065,126,25
3721,065,085,71
3792,065,074,72
3864,065,m22,52
3916,065,102,81
3997,065,130,56
4053,065,123,89
4142,065,016,43
4185,065,072,96
4281,065,m33,92
4373,065,117,36
4409,065,065,3315
7724,065,062,42
7766,065,083,96
7862,065,m15,51
7913,065,m27,123
8036,065,110,50
8086,065,106,90
8176,065,071,111
8287,065,043,67
8354,065,044,76
8430,065,077,48
8478,065,m26,16
8494,065,051,116
8610,065,124,97
8707,065,120,65
8772,065,047,51
8823,065,m23,53
8876,065,112,65
8941,065,045,52
8993,065,063,48
9041,065,012,25
9066,065,041,69
9135,065,095,100
9235,065,m18,58
9293,065,098,6
9299,065,121,74
9373,065,m12,72
9445,065,096,6
9451,065,111,109
9560,065,007,13
9573,065,103,121
9694,065,066,151
9845,065,105,95
9940,065,026,22
9962,065,078,87
10049,065,116,70
10119,065,057,67
10186,065,086,15
10201,065,056,47
10248,065,091,68
10316,065,097,98
10414,065,040,59
10473,065,060,171
10644,065,118,31
10675,065,031,69
10744,065,067,141
10885,065,094,68
10953,065,084,102
11055,065,023,6
11061,065,104,62
11123,065,m20,58
11181,065,032,75
11256,065,073,33
11289,065,090,46
11335,065,025,41
11376,065,m13,58
11434,065,011,12
11446,065,087,45
11491,065,m08,78
11569,065,070,159
11728,065,m32,44
11772,065,054,63
11835,065,m34,71
11906,065,048,50
11956,065,082,64
12020,065,131,28
12048,065,101,63
12111,065,052,69
12180,065,088,80
12260,065,010,12
12272,065,122,49
12321,065,m35,51
12372,065,076,6
12378,065,114,68
0,071,m28,6
6,071,059,242
248,071,080,275
523,071,115,78
601,071,024,57
658,071,013,15
673,071,100,33
706,071,021,61
767,071,m24,64
831,071,046,76
907,071,125,151
1058,071,022,58
1116,071,099,277
1393,071,m21,115
1508,071,001,26
1534,071,119,127
1661,071,006,30
1691,071,030,70
1761,071,079,47
1808,071,000,13
1821,071,m17,60
1881,071,m31,64
1945,071,107,35
1980,071,m19,79
2059,071,055,108
2167,071,018,49
2216,071,042,86
2302,071,127,114
2416,071,128,170
2586,071,053,19
2605,071,027,24
2629,071,005,32
2661,071,028,19
2680,071,029,67
2747,071,017,47
2794,071,033,102
2896,071,m30,90
2986,071,m29,81
3067,071,034,23
3090,071,089,39
3129,071,064,6
3135,071,m16,96
3231,071,m11,97
3328,071,092,53
3381,071,113,123
3504,071,093,72
3576,071,069,84
3660,071,035,63
3723,071,m14,107
3830,071,108,107
3937,071,m25,6
3943,071,058,119
4062,071,081,142
4204,071,m36,12
4216,071,109,82
4298,071,129,73
4371,071,068,257
4628,071,039,105
4733,071,061,265
4998,071,003,36
5034,071,014,27
5061,071,serr2,54
5115,071,050,136
5251,071,037,44
5295,071,008,13
5308,071,049,97
5405,071,126,78
5483,071,085,98
5581,071,074,85
5666,071,m22,107
5773,071,102,64
5837,071,130,101
5938,071,123,107
6045,071,016,110
6155,071,072,38
6193,071,m33,65
6258,071,117,57
6315,071,065,109
6424,071,002,25
6449,071,062,89
6538,071,083,32
6570,071,m15,58
6628,071,m27,66
6694,071,110,68
6762,071,106,67
6829,071,071,3741
10570,071,043,49
10619,071,015,26
10645,071,044,54
10699,071,077,41
10740,071,m26,32
10772,071,051,54
10826,071,124,125
10951,071,120,47
10998,071,047,96
11094,071,m23,64
11158,071,112,64
11222,071,045,68
11290,071,063,130
11420,071,012,39
11459,071,041,117
11576,071,095,54
11630,071,m18,82
11712,071,098,25
11737,071,004,6
11743,071,121,190
11933,071,m12,33
11966,071,096,12
11978,071,111,153
12131,071,007,12
12143,071,103,64
12207,071,066,87
12294,071,105,100
12394,071,026,77
12471,071,078,112
12583,071,116,67
12650,071,057,97
12747,071,086,91
12838,071,056,94
12932,071,009,12
12944,071,091,87
13031,071,097,104
13135,071,040,81
13216,071,060,103
13319,071,118,75
13394,071,031,100
13494,071,067,59
13553,071,094,145
13698,071,084,265
13963,071,023,13
13976,071,104,194
14170,071,m20,77
14247,071,032,94
14341,071,073,63
14404,071,090,124
14528,071,025,69
14597,071,m13,93
14690,071,011,36
14726,071,087,37
14763,071,m08,102
14865,071,070,64
14929,071,m32,150
15079,071,054,89
15168,071,m34,77
15245,071,048,82
15327,071,075,6
15333,071,082,115
15448,071,131,46
15494,071,101,65
15559,071,052,40
15599,071,088,219
15818,071,010,6
15824,071,122,125
15949,071,037,20
15969,071,m35,81
16050,071,076,24
16074,071,114,108
0,098,059,18
18,098,115,25
43,098,024,20
63,098,013,12
75,098,100,25
100,098,022,13
113,098,099,7
120,098,m21,6
126,098,001,7
133,098,119,12
145,098,006,12
157,098,079,7
164,098,000,46
210,098,m17,6
216,098,m31,14
230,098,107,18
248,098,m19,12
260,098,055,18
278,098,018,6
284,098,042,19
303,098,127,18
321,098,128,13
334,098,053,19
353,098,027,13
366,098,028,34
400,098,029,6
406,098,017,12
418,098,033,14
432,098,m29,6
438,098,034,14
452,098,064,40
492,098,m16,14
506,098,m11,13
519,098,092,30
549,098,113,13
562,098,093,8
570,098,069,13
583,098,035,6
589,098,108,7
596,098,m25,6
602,098,058,6
608,098,081,6
614,098,m36,15
629,098,109,12
641,098,129,12
653,098,068,12
665,098,061,19
684,098,003,13
697,098,014,12
709,098,serr2,22
731,098,050,6
737,098,037,6
743,098,008,12
755,098,126,6
761,098,085,6
767,098,074,6
773,098,102,15
788,098,130,12
800,098,016,6
806,098,072,27
833,098,m33,7
840,098,117,6
846,098,065,6
852,098,002,12
864,098,062,13
877,098,m15,12
889,098,m27,12
901,098,106,13
914,098,071,24
938,098,043,7
945,098,015,49
994,098,044,6
1000,098,077,6
1006,098,124,6
1012,098,120,6
1018,098,m23,19
1037,098,112,6
1043,098,045,6
1049,098,012,7
1056,098,041,34
1090,098,095,37
1127,098,098,2332
3459,098,004,6
3465,098,121,14
3479,098,096,18
3497,098,111,13
3510,098,066,12
3522,098,105,7
3529,098,026,20
3549,098,078,6
3555,098,116,15
3570,098,057,7
3577,098,056,13
3590,098,009,18
3608,098,091,18
3626,098,097,6
3632,098,040,12
3644,098,060,18
3662,098,118,18
3680,098,031,6
3686,098,067,13
3699,098,094,24
3723,098,084,6
3729,098,104,13
3742,098,m20,29
3771,098,032,14
3785,098,073,6
3791,098,090,19
3810,098,025,6
3816,098,m13,12
3828,098,011,16
3844,098,087,7
3851,098,m08,7
3858,098,070,6
3864,098,m32,19
3883,098,054,7
3890,098,m34,18
3908,098,048,12
3920,098,075,7
3927,098,082,6
3933,098,101,19
3952,098,052,6
3958,098,088,6
3964,098,122,6
3970,098,m35,6
3976,098,076,27
4003,098,114,6
0,067,059,58
58,067,080,82
140,067,115,104
244,067,024,85
329,067,013,12
341,067,100,115
456,067,021,46
502,067,m24,42
544,067,046,45
589,067,125,51
640,067,022,41
681,067,099,80
761,067,m21,91
852,067,001,12
864,067,119,50
914,067,006,24
938,067,030,50
988,067,079,107
1095,067,000,18
1113,067,m17,26
1139,067,m31,73
1212,067,107,127
1339,067,m19,82
1421,067,055,156
1577,067,018,35
1612,067,042,109
1721,067,127,49
1770,067,128,62
1832,067,053,13
1845,067,027,40
1885,067,005,12
1897,067,028,25
1922,067,029,35
1957,067,017,54
2011,067,033,74
2085,067,m30,90
2175,067,m29,71
2246,067,089,113
2359,067,064,26
2385,067,m16,88
2473,067,m11,113
2586,067,092,108
2694,067,113,104
2798,067,093,69
2867,067,069,46
2913,067,035,31
2944,067,m14,112
3056,067,108,68
3124,067,m25,6
3130,067,058,54
3184,067,081,99
3283,067,m36,13
3296,067,109,109
3405,067,129,41
3446,067,068,91
3537,067,039,39
3576,067,061,94
3670,067,003,33
3703,067,014,13
3716,067,serr2,148
3864,067,050,84
3948,067,037,71
4019,067,049,89
4108,067,126,47
4155,067,085,48
4203,067,074,86
4289,067,m22,74
4363,067,102,98
4461,067,130,24
4485,067,123,82
4567,067,016,66
4633,067,072,79
4712,067,m33,69
4781,067,117,60
4841,067,065,146
4987,067,062,71
5058,067,083,55
5113,067,m15,61
5174,067,m27,123
5297,067,110,60
5357,067,106,130
5487,067,071,53
5540,067,043,63
5603,067,015,14
5617,067,044,48
5665,067,077,43
5708,067,m26,54
5762,067,051,42
5804,067,124,41
5845,067,120,71
5916,067,047,99
6015,067,m23,82
6097,067,112,44
6141,067,045,52
6193,067,063,75
6268,067,012,19
6287,067,041,115
6402,067,095,66
6468,067,m18,85
6553,067,098,26
6579,067,004,6
6585,067,121,59
6644,067,m12,45
6689,067,096,12
6701,067,111,54
6755,067,007,19
6774,067,103,85
6859,067,066,142
7001,067,105,101
7102,067,026,40
7142,067,078,41
7183,067,116,52
7235,067,057,40
7275,067,086,74
7349,067,056,84
7433,067,009,12
7445,067,091,99
7544,067,097,86
7630,067,040,73
7703,067,060,116
7819,067,118,39
7858,067,031,55
7913,067,067,2570
10483,067,094,66
10549,067,084,93
10642,067,023,12
10654,067,104,59
10713,067,m20,82
10795,067,032,74
10869,067,073,67
10936,067,090,53
10989,067,025,25
11014,067,m13,92
11106,067,011,28
11134,067,087,69
11203,067,m08,78
11281,067,070,151
11432,067,m32,97
11529,067,054,39
11568,067,m34,96
11664,067,048,39
11703,067,082,51
11754,067,131,52
11806,067,101,52
11858,067,052,61
11919,067,088,58
11977,067,122,54
12031,067,037,7
12038,067,m35,48
12086,067,076,19
12105,067,114,74
0,073,m28,6
6,073,059,131
137,073,080,90
227,073,115,63
290,073,024,25
315,073,013,12
327,073,100,65
392,073,021,53
445,073,m24,55
500,073,046,29
529,073,125,63
592,073,022,32
624,073,099,44
668,073,m21,84
752,073,001,18
770,073,119,58
828,073,006,19
847,073,030,135
982,073,079,45
1027,073,000,6
1033,073,m17,109
1142,073,m31,23
1165,073,107,49
1214,073,m19,85
1299,073,055,46
1345,073,018,44
1389,073,042,61
1450,073,127,32
1482,073,128,51
1533,073,053,39
1572,073,027,52
1624,073,005,12
1636,073,028,25
1661,073,029,56
1717,073,017,49
1766,073,033,42
1808,073,m30,7
1815,073,m29,55
1870,073,034,15
1885,073,089,43
1928,073,064,13
1941,073,m16,52
1993,073,m11,75
2068,073,092,21
2089,073,113,14
2103,073,093,67
2170,073,069,123
2293,073,035,23
2316,073,m14,64
2380,073,108,82
2462,073,m25,6
2468,073,058,49
2517,073,081,95
2612,073,109,54
2666,073,129,56
2722,073,068,48
2770,073,039,93
2863,073,061,95
2958,073,003,14
2972,073,014,6
2978,073,serr2,29
3007,073,050,90
3097,073,037,40
3137,073,049,50
3187,073,126,77
3264,073,085,55
3319,073,074,64
3383,073,m22,60
3443,073,102,43
3486,073,130,25
3511,073,123,79
3590,073,016,70
3660,073,072,41
3701,073,m33,28
3729,073,117,26
3755,073,065,33
3788,073,002,19
3807,073,062,77
3884,073,083,7
3891,073,m15,34
3925,073,m27,40
3965,073,110,13
3978,073,106,27
4005,073,071,63
4068,073,043,48
4116,073,015,7
4123,073,044,23
4146,073,077,58
4204,073,m26,40
4244,073,051,30
4274,073,124,65
4339,073,120,38
4377,073,047,88
4465,073,m23,92
4557,073,112,73
4630,073,045,59
4689,073,063,66
4755,073,041,83
4838,073,095,26
4864,073,m18,65
4929,073,098,6
4935,073,004,19
4954,073,121,81
5035,073,m12,86
5121,073,096,6
5127,073,111,52
5179,073,007,12
5191,073,103,47
5238,073,066,101
5339,073,105,38
5377,073,026,6
5383,073,078,145
5528,073,116,63
5591,073,057,113
5704,073,086,104
5808,073,056,48
5856,073,009,18
5874,073,091,70
5944,073,097,45
5989,073,040,40
6029,073,060,78
6107,073,118,35
6142,073,031,104
6246,073,067,72
6318,073,094,109
6427,073,084,96
6523,073,023,6
6529,073,104,72
6601,073,m20,117
6718,073,032,60
6778,073,073,2919
9697,073,090,80
9777,073,025,13
9790,073,m13,136
9926,073,011,29
9955,073,087,18
9973,073,m08,108
10081,073,070,34
10115,073,m32,145
10260,073,054,80
10340,073,m34,136
10476,073,048,69
10545,073,075,6
10551,073,082,52
10603,073,131,52
10655,073,101,25
10680,073,052,61
10741,073,088,111
10852,073,122,24
10876,073,037,12
10888,073,m35,53
10941,073,076,13
10954,073,114,89
0,007,m28,78
78,007,059,6
84,007,080,19
103,007,115,41
144,007,024,44
188,007,013,20
208,007,100,6
214,007,021,6
220,007,m24,27
247,007,125,69
316,007,099,24
340,007,m21,78
418,007,001,6
424,007,119,19
443,007,006,84
527,007,030,8
535,007,000,13
548,007,m17,13
561,007,m31,12
573,007,107,13
586,007,m19,51
637,007,055,6
643,007,018,8
651,007,042,6
657,007,127,46
703,007,128,31
734,007,053,12
746,007,027,18
764,007,005,32
796,007,028,12
808,007,029,8
816,007,017,14
830,007,m30,70
900,007,m29,49
949,007,034,7
956,007,089,6
962,007,m16,26
988,007,m11,12
1000,007,092,24
1024,007,113,14
1038,007,093,6
1044,007,069,21
1065,007,035,20
1085,007,m14,32
1117,007,108,8
1125,007,m25,27
1152,007,058,34
1186,007,081,13
1199,007,m36,33
1232,007,109,6
1238,007,129,19
1257,007,068,7
1264,007,039,13
1277,007,061,20
1297,007,003,13
1310,007,014,13
1323,007,serr2,24
1347,007,050,26
1373,007,037,27
1400,007,008,80
1480,007,049,12
1492,007,126,6
1498,007,085,19
1517,007,074,18
1535,007,m22,12
1547,007,130,38
1585,007,123,31
1616,007,016,13
1629,007,117,32
1661,007,065,13
1674,007,062,12
1686,007,083,6
1692,007,m15,83
1775,007,m27,68
1843,007,106,6
1849,007,071,12
1861,007,043,6
1867,007,015,6
1873,007,077,7
1880,007,m26,8
1888,007,051,7
1895,007,124,59
1954,007,120,67
2021,007,047,12
2033,007,m23,63
2096,007,045,6
2102,007,063,6
2108,007,012,8
2116,007,041,6
2122,007,m18,70
2192,007,004,14
2206,007,121,36
2242,007,m12,32
2274,007,111,6
2280,007,007,2114
4394,007,103,12
4406,007,066,29
4435,007,105,12
4447,007,026,24
4471,007,078,33
4504,007,116,18
4522,007,057,8
4530,007,086,14
4544,007,056,51
4595,007,009,57
4652,007,091,32
4684,007,097,8
4692,007,040,6
4698,007,060,12
4710,007,118,35
4745,007,031,13
4758,007,067,19
4777,007,094,20
4797,007,084,12
4809,007,104,12
4821,007,m20,37
4858,007,032,14
4872,007,073,6
4878,007,090,6
4884,007,025,24
4908,007,m13,20
4928,007,011,20
4948,007,m08,27
4975,007,m32,75
5050,007,054,18
5068,007,m34,39
5107,007,048,12
5119,007,082,7
5126,007,131,35
5161,007,101,6
5167,007,052,14
5181,007,088,18
5199,007,122,45
5244,007,m35,63
5307,007,114,7
0,113,059,84
84,113,080,51
135,113,115,207
342,113,024,22
364,113,013,13
377,113,100,199
576,113,021,25
601,113,m24,101
702,113,046,29
731,113,125,110
841,113,022,27
868,113,099,114
982,113,m21,71
1053,113,001,6
1059,113,119,60
1119,113,006,12
1131,113,030,28
1159,113,079,89
1248,113,000,18
1266,113,m17,63
1329,113,m31,59
1388,113,107,175
1563,113,m19,69
1632,113,055,77
1709,113,018,40
1749,113,042,59
1808,113,127,82
1890,113,128,90
1980,113,027,44
2024,113,005,14
2038,113,028,19
2057,113,029,32
2089,113,017,19
2108,113,033,45
2153,113,m30,75
2228,113,m29,75
2303,113,034,18
2321,113,089,100
2421,113,064,24
2445,113,m16,95
2540,113,m11,102
2642,113,092,134
2776,113,113,3161
5937,113,093,48
5985,113,069,53
6038,113,035,70
6108,113,m14,57
6165,113,108,88
6253,113,m25,7
6260,113,058,41
6301,113,081,87
6388,113,m36,6
6394,113,109,171
6565,113,129,94
6659,113,068,78
6737,113,039,53
6790,113,061,55
6845,113,003,12
6857,113,serr2,76
6933,113,050,58
6991,113,037,55
7046,113,008,6
7052,113,049,79
7131,113,126,43
7174,113,085,92
7266,113,074,70
7336,113,m22,80
7416,113,102,179
7595,113,130,77
7672,113,123,139
7811,113,016,43
7854,113,072,85
7939,113,m33,64
8003,113,117,94
8097,113,065,94
8191,113,002,13
8204,113,062,75
8279,113,083,77
8356,113,m15,43
8399,113,m27,231
8630,113,110,106
8736,113,106,144
8880,113,071,105
8985,113,043,79
9064,113,015,19
9083,113,044,46
9129,113,077,19
9148,113,m26,45
9193,113,051,85
9278,113,124,86
9364,113,120,99
9463,113,047,31
9494,113,m23,36
9530,113,112,49
9579,113,045,64
9643,113,063,54
9697,113,012,51
9748,113,041,48
9796,113,095,144
9940,113,m18,49
9989,113,098,25
10014,113,004,19
10033,113,121,50
10083,113,m12,50
10133,113,096,6
10139,113,111,109
10248,113,007,14
10262,113,103,209
10471,113,066,82
10553,113,105,187
10740,113,026,33
10773,113,078,72
10845,113,116,113
10958,113,057,17
10975,113,086,48
11023,113,056,87
11110,113,009,14
11124,113,091,128
11252,113,097,330
11582,113,040,39
11621,113,060,55
11676,113,118,47
11723,113,031,54
11777,113,067,79
11856,113,094,93
11949,113,084,73
12022,113,023,14
12036,113,104,92
12128,113,m20,51
12179,113,032,70
12249,113,073,26
12275,113,090,97
12372,113,025,26
12398,113,m13,47
12445,113,011,46
12491,113,087,115
12606,113,m08,53
12659,113,070,121
12780,113,m32,106
12886,113,054,53
12939,113,m34,96
13035,113,048,36
13071,113,075,6
13077,113,082,65
13142,113,131,55
13197,113,101,74
13271,113,052,84
13355,113,088,62
13417,113,010,7
13424,113,122,89
13513,113,037,13
13526,113,m35,68
13594,113,076,12
13606,113,114,54
0,107,m28,12
12,107,059,53
65,107,080,75
140,107,115,166
306,107,024,37
343,107,013,13
356,107,100,204
560,107,021,25
585,107,m24,28
613,107,046,37
650,107,125,42
692,107,022,45
737,107,099,61
798,107,m21,75
873,107,001,18
891,107,119,33
924,107,006,31
955,107,030,69
1024,107,079,75
1099,107,000,27
1126,107,m17,45
1171,107,m31,50
1221,107,107,3361
4582,107,m19,60
4642,107,055,58
4700,107,018,27
4727,107,042,52
4779,107,127,68
4847,107,128,54
4901,107,053,18
4919,107,027,40
4959,107,005,26
4985,107,028,18
5003,107,029,28
5031,107,017,50
5081,107,033,50
5131,107,m30,144
5275,107,m29,34
5309,107,034,18
5327,107,089,152
5479,107,064,26
5505,107,m16,38
5543,107,m11,74
5617,107,092,126
5743,107,113,176
5919,107,093,49
5968,107,069,55
6023,107,035,55
6078,107,m14,41
6119,107,108,80
6199,107,m25,6
6205,107,058,47
6252,107,081,71
6323,107,m36,12
6335,107,109,141
6476,107,129,75
6551,107,068,62
6613,107,039,59
6672,107,061,100
6772,107,003,6
6778,107,serr2,100
6878,107,050,102
6980,107,037,76
7056,107,008,18
7074,107,049,21
7095,107,126,36
7131,107,085,60
7191,107,074,95
7286,107,m22,70
7356,107,102,144
7500,107,130,63
7563,107,123,108
7671,107,016,37
7708,107,072,77
7785,107,m33,55
7840,107,117,47
7887,107,065,52
7939,107,062,74
8013,107,083,39
8052,107,m15,59
8111,107,m27,128
8239,107,110,76
8315,107,106,131
8446,107,071,28
8474,107,043,27
8501,107,015,13
8514,107,044,27
8541,107,077,72
8613,107,m26,44
8657,107,051,42
8699,107,124,62
8761,107,120,88
8849,107,047,47
8896,107,m23,49
8945,107,112,72
9017,107,045,59
9076,107,063,98
9174,107,012,34
9208,107,041,71
9279,107,095,93
9372,107,m18,42
9414,107,098,35
9449,107,121,73
9522,107,m12,60
9582,107,096,6
9588,107,111,76
9664,107,007,7
9671,107,103,127
9798,107,066,73
9871,107,105,185
10056,107,026,19
10075,107,078,61
10136,107,116,67
10203,107,057,54
10257,107,086,38
10295,107,056,61
10356,107,009,12
10368,107,091,71
10439,107,097,109
10548,107,040,49
10597,107,060,69
10666,107,118,81
10747,107,031,58
10805,107,067,120
10925,107,094,79
11004,107,084,34
11038,107,104,57
11095,107,m20,39
11134,107,032,95
11229,107,073,50
11279,107,090,82
11361,107,025,37
11398,107,m13,48
11446,107,011,19
11465,107,087,59
11524,107,m08,62
11586,107,070,106
11692,107,m32,95
11787,107,054,37
11824,107,m34,79
11903,107,048,50
11953,107,075,6
11959,107,082,44
12003,107,131,58
12061,107,101,74
12135,107,052,91
12226,107,088,56
12282,107,010,6
12288,107,122,73
12361,107,037,18
12379,107,m35,31
12410,107,076,12
12422,107,114,74
0,106,m28,12
12,106,059,88
100,106,080,86
186,106,115,209
395,106,024,33
428,106,013,6
434,106,100,135
569,106,021,26
595,106,m24,58
653,106,046,32
685,106,125,45
730,106,022,39
769,106,099,94
863,106,m21,60
923,106,001,6
929,106,119,48
977,106,006,13
990,106,030,50
1040,106,079,69
1109,106,000,16
1125,106,m17,26
1151,106,m31,69
1220,106,107,124
1344,106,m19,32
1376,106,055,62
1438,106,018,12
1450,106,042,69
1519,106,127,46
1565,106,128,83
1648,106,053,12
1660,106,027,36
1696,106,005,13
1709,106,028,46
1755,106,029,42
1797,106,017,64
1861,106,033,64
1925,106,m30,47
1972,106,m29,44
2016,106,034,7
2023,106,089,98
2121,106,064,37
2158,106,m16,58
2216,106,m11,67
2283,106,092,50
2333,106,113,151
2484,106,093,44
2528,106,069,60
2588,106,035,55
2643,106,m14,78
2721,106,108,95
2816,106,m25,12
2828,106,058,27
2855,106,081,38
2893,106,m36,7
2900,106,109,235
3135,106,129,42
3177,106,068,64
3241,106,039,40
3281,106,061,75
3356,106,003,13
3369,106,serr2,92
3461,106,050,58
3519,106,037,26
3545,106,008,7
3552,106,049,45
3597,106,126,39
3636,106,085,108
3744,106,074,77
3821,106,m22,51
3872,106,102,138
4010,106,130,35
4045,106,123,144
4189,106,016,38
4227,106,072,61
4288,106,m33,81
4369,106,117,63
4432,106,065,91
4523,106,062,74
4597,106,083,58
4655,106,m15,31
4686,106,m27,191
4877,106,110,33
4910,106,106,3466
8376,106,071,68
8444,106,043,50
8494,106,015,24
8518,106,044,72
8590,106,077,19
8609,106,m26,57
8666,106,051,44
8710,106,124,44
8754,106,120,79
8833,106,047,44
8877,106,m23,54
8931,106,112,44
8975,106,045,43
9018,106,063,45
9063,106,012,67
9130,106,041,52
9182,106,095,96
9278,106,m18,14
9292,106,098,25
9317,106,004,12
9329,106,121,93
9422,106,m12,39
9461,106,096,8
9469,106,111,87
9556,106,007,6
9562,106,103,164
9726,106,066,62
9788,106,105,140
9928,106,026,46
9974,106,078,85
10059,106,116,68
10127,106,057,37
10164,106,086,52
10216,106,056,73
10289,106,009,19
10308,106,091,71
10379,106,097,168
10547,106,040,49
10596,106,060,59
10655,106,118,60
10715,106,031,21
10736,106,067,132
10868,106,094,39
10907,106,084,58
10965,106,104,96
11061,106,m20,41
11102,106,032,33
11135,106,073,26
11161,106,090,53
11214,106,025,7
11221,106,m13,39
11260,106,011,36
11296,106,087,41
11337,106,m08,57
11394,106,070,107
11501,106,m32,87
11588,106,054,63
11651,106,m34,66
11717,106,048,20
11737,106,075,6
11743,106,082,43
